,i_i_glide_lignum,r_i_docking_score,SMILES
7537,17398,-6.79738,CCn1ncc2ncn(Cc3ccn(C)c(=O)c3)c(=O)c21
7538,6845,-6.79725,Cc1ccc(S(=O)(=O)N[C@@H]2C=C[C@H](C(=O)[O-])C2)cc1C
7539,6285,-6.79512,CNC(=O)c1ccc(S(=O)(=O)N(C)c2cccc3cccnc23)cc1
7540,15245,-6.79501,CC(=O)N1CCc2ccc(S(=O)(=O)N3CCOC[C@@H]3c3ccc(C)o3)cc2CC1
7541,2106,-6.79462,C[C@@H](CNC(=O)c1ccc2cc[nH]c2n1)[NH+]1CCN(C)CC1
7542,6040,-6.79457,CN(Cc1ccccc1F)C(=O)c1cccn2c(=O)[nH]nc12
7543,1670,-6.79448,Cc1nn(C)c2ncc(C(=O)Nc3cc(C(C)C)n[nH]3)cc12
7544,11944,-6.79394,Cc1[nH]ccc1C(=O)N1CCC[C@@H](S(C)(=O)=O)CC1
7545,9916,-6.79326,O=C(C[NH+]1CCN(c2ccnc(-c3nccs3)n2)CC1)Nc1ccccc1
7546,17560,-6.7925,Cc1nc(C)c(C(=O)N2CCOC[C@H]2CC(=O)[O-])o1
7547,11567,-6.79064,CCC[N@@H+](Cc1nc(C(=O)[O-])co1)[C@H]1CCc2ccccc2C1
7548,2089,-6.7888,Cc1ccc(N2CCCC2)c(C(=O)NC2CC[NH+]([C@H]3CCN(C)C3=O)CC2)c1
7549,17183,-6.78863,O=C1CC[C@@H](NC(=O)c2conc2C2CC2)C(=O)N1
7550,7902,-6.78858,CC(C)n1ncc2cc(S(=O)(=O)N[C@@H](C)C(=O)[O-])ccc21
7551,1679,-6.7877,CCOc1cccc(S(=O)(=O)N2CCN(C(C)C)C(=O)C2)c1
7552,3311,-6.78753,CC(C)C[C@@H](C)n1nccc1NC(=O)N1CC(C)C1
7553,13966,-6.78719,CCN(C)C(=O)NCCc1ccc(OC)c(OC)c1
7554,8595,-6.78502,CCCOc1ccc(NC(=O)c2cncc(-c3cnn(C)c3)c2)cc1Cl
7555,963,-6.78302,O=S(=O)(Nc1cnc(CC2CC2)nc1)c1c[nH]c(C(F)(F)F)c1
7556,3178,-6.78264,C[NH+]1CCC(Oc2ccc(CNS(=O)(=O)c3cn4c(n3)CCCC4)cc2)CC1
7557,6251,-6.78025,CCc1cc(N2CCC[C@H](CCC(=O)[O-])C2)ncn1
7558,4935,-6.77986,Cc1ccc(S(=O)(=O)NC(=O)c2cc(C)n(-c3ccccc3)n2)cc1
7559,11975,-6.77939,Cc1ccccc1-n1ncc(C(=O)N(C)CC(C)(C)S(C)(=O)=O)c1C
7560,7323,-6.77935,CO[C@H]1CCC[C@@H]1C(=O)N1CCC(C[NH3+])(c2ccccc2)CC1
7561,6189,-6.77889,O=C(NCc1ccc2c(n1)CCCC2)N1CCN(C(=O)c2ccco2)CC1
7562,14464,-6.77889,COC(=O)[C@H]1CCn2c(nnc2-c2cccnc2)C1
7563,9265,-6.77888,C(#Cc1ccccc1)CNc1ccc(-n2cncn2)cc1
7564,18859,-6.77816,Cc1cccc(C)c1CNC(=O)c1cn(CC(=O)[O-])nn1
7565,4634,-6.77696,CCO[C@H]1C[C@](CNC(=O)N(C)Cc2cccc(C)c2)(N2CCOCC2)C1
7566,11517,-6.7759,COCCN1C[C@H](C(=O)Nc2nc3ccc(S(=O)(=O)N4CCCC4)cc3s2)CC1=O
7567,1435,-6.77543,CCS(=O)(=O)N1CCN(C(=O)[C@@H]2COCCO2)CC1
7568,2577,-6.77393,COc1ccc(C[NH2+]C[C@@H]2C[C@H](O)CN2c2cc(N(C)C)ncn2)cc1C#N
7569,13029,-6.77218,Cc1csc2ncnc(N3Cc4c(N)nn(C)c4C3)c12
7570,2547,-6.77156,COCC#CCn1cnc2c(nnn2-c2ccccc2)c1=O
7571,12874,-6.77069,C[NH+](C)[C@H]1CN(C(=O)c2ccc(OCC(N)=O)cc2)C[C@H]1O
7572,9983,-6.77061,O=C(Nc1cnn(C[C@@H]2CCCO2)c1)c1cn(-c2ccccc2)nn1
7573,17189,-6.76999,O=C(NCc1nccs1)N1CCN(c2ncccn2)CC1
7574,9854,-6.76969,O=C([O-])CC[C@@H]1CCCN(S(=O)(=O)CCC2CCC2)C1
7575,5336,-6.76958,CC(C)(C)CCCn1c(-c2ncccn2)noc1=O
7576,16088,-6.76937,COc1ccc(CCN2C(=O)NC(C)(C)C2=O)cc1
7577,9337,-6.76889,Cn1nccc1C1(O)CCN(c2ncncc2Cl)CC1
7578,8830,-6.76785,Cc1nsc(Br)c1C(=O)N[C@@H](C)C[C@@H](C)O
7579,11496,-6.76755,CC(C)C(=O)Nc1ccc(NC(=O)N2CC[NH+](Cc3nccn3C)CC2)cc1
7580,5296,-6.76696,C[C@]1([NH3+])CCCC[C@H]1C(=O)NCc1ccc(Oc2cccnc2)c(F)c1
7581,11125,-6.76654,O=C([O-])CC[C@H]1CCCN(C(=O)CCn2cncn2)C1
7582,2975,-6.76601,Cn1cc(C[C@H](NS(=O)(=O)c2ccc(F)cc2F)C(=O)[O-])cn1
7583,13501,-6.76595,O=C(C[C@@H]1CCCC(=O)N1)Nc1ccc(Oc2ccccc2F)nc1
7584,200,-6.76549,O=C(NS(=O)(=O)c1cnccn1)C1CCC(F)(F)CC1
7585,6710,-6.764,COC(=O)C1CC[NH+](CCCNC(=O)c2cc3c(ccn3C)[nH]2)CC1
7586,3737,-6.76335,CC(C)n1ncc(C(=O)Nc2ccc(Cl)cc2)c1N
7587,12428,-6.76242,CN(C)C(=O)[C@H]1CC[C@@H](C2CCN(c3ncccn3)CC2)O1
7588,8788,-6.76145,CN(Cc1nnc2n1CCNC2=O)c1ccnc(C(C)(C)C)n1
7589,5787,-6.76129,Cc1cccc(C(=O)NCCc2ccc(C(=O)[O-])cc2)n1
7590,5551,-6.7608,NC(=O)c1[nH]nnc1NC(=O)CCC1CCCC1
7591,5339,-6.76067,O=S(=O)(Nc1ccc(F)cc1)c1cn2c(n1)CCCC2
7592,13369,-6.76043,COc1ccc(S(=O)(=O)N(C)[C@@H]2CCOC2)c(CC(=O)[O-])c1
7593,15749,-6.76035,COc1ccc(CNC(=O)c2cnn(C(C)C)c2C)cc1
7594,15741,-6.75945,CO[C@@]1(C)CCCN(C(=O)Nc2ccc(OC(C)C)nn2)C1
7595,4844,-6.75847,C[C@H](NC(=O)c1ccc(-n2cccn2)cc1)[C@@H](C)C(=O)[O-]
7596,6371,-6.75803,Cc1cc(S(=O)(=O)Nc2cnn(CC(N)=O)c2)sc1C(=O)[O-]
7597,16707,-6.75801,O=C1CCC[C@@H](C(=O)Nc2cnn(CC(F)(F)F)c2)N1
7598,10495,-6.75755,Cc1c(C(=O)N[C@H](C)c2ccc(C(F)(F)F)nc2)cnn1C
7599,5306,-6.75712,COc1ccc(S(=O)(=O)Nc2ccc(C(=O)[O-])cc2)cn1
7600,7604,-6.75534,C[C@H]1CC[C@@H](NC(=O)C[NH+]2CCN(C(=O)c3cc(F)cnc3O)CC2)CC1
7601,16784,-6.75484,O=C([O-])Cc1ccc(CCNS(=O)(=O)c2ccsc2)cc1
7602,6696,-6.7547,O=C1CN(c2cc(-c3cccs3)ncn2)CCN1
7603,3255,-6.75336,O=C1CCCc2cc(S(=O)(=O)N[C@H]3CC[C@@H](O)CC3)ccc2N1
7604,9346,-6.75304,O=C([O-])c1ccc(S(=O)(=O)NCC2CCOCC2)cc1
7605,19866,-6.75291,COC[C@@H]1CCN(C(=O)N[C@@H]2CC[N@H+](C)[C@H]2c2ccc(F)c(F)c2)C1
7606,17062,-6.75261,Cc1c([C@@H](C)NC(=O)N(C)CC2CCCCC2)cnn1C
7607,17950,-6.7525,Cn1nc2c(c1C(=O)Nc1ccc3ncnn3c1)CCCC2
7608,6998,-6.75186,COc1ccccc1C(=O)N[C@@H]1CCN(c2ccccn2)C1
7609,8568,-6.75123,CC[C@@H](C)Oc1ccc(NC(=O)N2CCCn3nc(N)cc3C2)cc1
7610,2510,-6.75027,Cc1n[nH]cc1CNC(=O)N1CCCN(S(C)(=O)=O)CC1
7611,6658,-6.74961,O=C(NCCc1ccncc1)N1CC(CC2CC2)C1
7612,15517,-6.74864,C[NH+]1CCC(NS(=O)(=O)c2cccnc2C(F)(F)F)CC1
7613,6028,-6.74837,CNC(=O)CNC(=O)c1cnc(-c2ccco2)s1
7614,15530,-6.7481,Cn1nnnc1-c1cccc(NC(=O)CNC(=O)CN)c1
7615,1258,-6.74683,Cc1n[nH]c(C)c1NC(=O)C[N@@H+]1CCC[C@H]1c1cccc(Br)c1
7616,7333,-6.74606,Cn1cc(C(=O)NCCn2cc(-c3ccc(C(=O)[O-])cn3)nn2)cn1
7617,14509,-6.74557,Cc1sc2ncnc(NCc3nccn3C(F)F)c2c1C
7618,13567,-6.74538,COc1ccccc1N1CCC(NC(=O)c2ccc(=O)n(C)n2)CC1
7619,19910,-6.74523,COc1cccc(CCC(=O)N(C)C[C@@H]2CCCO2)c1
7620,4951,-6.74514,CN(C)c1cccc(S(=O)(=O)N[C@@H](CC(=O)[O-])c2cccs2)c1
7621,10129,-6.74501,Cc1ccc(NC(=O)N[C@@H](C)[C@H]2C[C@@H](C(=O)[O-])C2(C)C)c(N(C)C)n1
7622,741,-6.74442,Cc1nnc(N2CCC[C@H](N3CCCC3=O)C2)o1
7623,14402,-6.7443,C[NH2+][C@H](C)c1cn(-c2ccc(Cl)cc2C)nn1
7624,4638,-6.74335,CC(C)c1nc(S(=O)(=O)NC(=O)[C@H]2OCC[C@H]2C)cn1C
7625,20503,-6.74302,Cc1cc(NCCN2CCOC(C)(C)C2)nc(C)n1
7626,13121,-6.74119,Cc1nccc(NC(=O)N2CCC(c3nccs3)CC2)n1
7627,12476,-6.74099,O[C@H]1C[C@H](Cn2ccnc2)C[C@H]1[NH2+]Cc1cccc2c1NCCC2
7628,7418,-6.74088,CCCOCC(=O)N1CCC[C@@H]1c1[nH]nnc1C(=O)OCC
7629,17705,-6.74035,O=C(NCC(=O)N1CCOCC1)c1csc(Br)c1
7630,2683,-6.74034,CC(C)n1cnc(S(=O)(=O)N[C@H]2CCCC2(C)C)c1
7631,14071,-6.73921,Cn1ncnc1[C@@H]1COCCN1C(=O)c1ccc(O)nc1
7632,18406,-6.73805,Cn1ncc2c(=O)n(CC(=O)Nc3cccc(F)c3)nnc21
7633,6415,-6.73735,CS(=O)(=O)CC(=O)N1CCc2sccc2C1
7634,13040,-6.73668,CC(C)N1C(=O)C[C@H](NC(=O)Nc2cncc(Cl)c2)C1=O
7635,3694,-6.73567,Cn1ccc2cccc(S(=O)(=O)Nc3cnc(C4CC4)nc3)c21
7636,6176,-6.73555,O=C(C[NH+]1CCN(C(=O)[C@H](O)Cc2ccccc2)CC1)N1CCCCCC1
7637,9649,-6.73467,Cc1ccc(Br)c(S(=O)(=O)N(C)[C@H]2CCCc3nc(C)sc32)c1
7638,8393,-6.73371,CS(=O)(=O)Nc1ccc(S(=O)(=O)N2CCCC2)c(F)c1
7639,10229,-6.73363,O=C([C@H]1CCc2[nH]ncc2C1)N1CC[NH+](CCOc2ccccc2)CC1
7640,1403,-6.7325,CN(C)C(=O)c1ccc(C(=O)Nc2cnn(CC3CC3)c2)cc1
7641,9145,-6.73237,CN(C)C(=O)c1ccnc(NC(=O)NC(C)(C)c2ccccc2)c1
7642,6180,-6.73168,CC[NH2+][C@@H](C)CNC(=O)c1ccccc1SCC(=O)N1CCc2ccccc21
7643,11636,-6.72988,CN(CC(=O)[O-])C(=O)C1(c2ccccc2)CCCC1
7644,7767,-6.72889,Cc1ccc(C(=O)N2CCCC[C@H]2c2nc3ccccc3o2)nc1
7645,8903,-6.72824,CC(=O)N1CCCc2cc(S(=O)(=O)NOCC(=O)[O-])ccc21
7646,13446,-6.72791,COc1ccc(NC(=O)NCC(=O)N2CCOCC2)cn1
7647,13894,-6.72761,CCc1ccc(CNC(=O)N2CCC[C@@H]([NH+]3CCCC3)C2)s1
7648,609,-6.72727,C[NH+]1CCN(c2ccc(S(C)(=O)=O)cc2)CC1
7649,4876,-6.72675,Cc1cc(C)nc(C2CN(c3nc(C)nc(C)c3F)C2)n1
7650,808,-6.72615,Cc1csc([C@H](C)NC(=O)Cc2c(C)nn(C)c2C)n1
7651,13697,-6.72599,Cc1cc(CS(=O)(=O)N2CCN(S(C)(=O)=O)[C@H](C)C2)on1
7652,15570,-6.72565,Cc1nc(-c2ncccn2)sc1C(=O)NC[C@@H]1CCC[N@@H+](C(C)C)C1
7653,20318,-6.72548,CN(C)C(=O)Cn1cc(NC(=O)[C@H]2CC2(C)C)cn1
7654,6756,-6.72503,Cc1nccc(NC(=O)N[C@@H](C)C2CCOCC2)n1
7655,8037,-6.72457,CN(CCC(=O)[O-])C(=O)c1ccsc1C(F)(F)F
7656,5790,-6.72372,NC(=O)c1ccc(C[NH2+][C@H]2CCCCC23CCCC3)cc1
7657,16382,-6.72364,Cc1cccc(C(=O)N2[C@@H]3CCO[C@H]3C[C@H]2C(=O)N(C)C)n1
7658,2152,-6.72353,CC(C)[C@H](NS(=O)(=O)c1cnc(-c2ccccc2)s1)C(=O)[O-]
7659,2335,-6.72347,O=C(CNC(=O)N1CCOCC1)N1CCOCC1
7660,6211,-6.72294,CCOc1ccc(N2CCN(C(=O)NC3CCCC3)CC2)nn1
7661,19010,-6.72089,O=C1CC[C@H](NC(=O)COc2ccccc2)C(=O)N1
7662,20177,-6.72082,CC(C)n1ccnc1S(=O)(=O)Cc1cc(C(F)(F)F)nn1C
7663,9175,-6.72054,Cc1ccsc1S(=O)(=O)N1CC[C@@H](C(=O)[O-])C(F)(F)C1
7664,17091,-6.72021,O=C(NCc1nccn1C(F)F)NCC1(N2CCOCC2)CCCCC1
7665,19938,-6.7202,CC(C)(O)C[NH+]1CCN(C(=O)c2ccccc2N2CCOCC2)CC1
7666,19207,-6.71979,Cc1cnc(N2CCN(c3cc(C)nc(C(C)C)n3)CC2)nc1
7667,6617,-6.7195,CCCCN(C)S(=O)(=O)c1ccc(NC(=O)CC(F)(F)F)cc1
7668,11950,-6.71714,COC1CCN(c2nnc([C@H](C)Oc3ccccc3F)n2C)CC1
7669,14502,-6.71676,COc1cc(NC(=O)CN2CCCCCC2=O)ccc1C(=O)[O-]
7670,13513,-6.71422,CC(C)n1cc(S(=O)(=O)N(C)c2cc(F)ccc2F)cn1
7671,2516,-6.71211,O=C([O-])CCN(C[C@H]1CCCO1)C(=O)c1cnn2cccc(Cl)c12
7672,6043,-6.71198,Cc1oc(-c2ccccc2)nc1C(=O)N1CCO[C@]2(CCCOC2)C1
7673,5315,-6.71196,Cc1ccc(S(=O)(=O)Cc2nnc(C)n2C)cc1C
7674,9736,-6.71,CC1(C)OC[C@@H]2C[C@@]21C(=O)N1CC(OC(F)F)C1
7675,3189,-6.70967,C[C@H](NC(=O)c1csc2c1CCCC2)C(=O)[O-]
7676,12119,-6.70956,NC(=O)c1cnccc1N1CCC(c2nnc3n2CCC3)CC1
7677,6291,-6.70653,CN(CC1(O)CCCC1)C(=O)CCc1cscn1
7678,2652,-6.70567,CC(C)c1ncc(C(=O)N[C@H](C)C(=O)N2CCCC2)s1
7679,16257,-6.70502,Cc1ccc(C(=O)N2CC[NH+](CC(=O)N3CCCCCC3)CC2)cc1NS(C)(=O)=O
7680,13281,-6.70476,CCCN(C(=O)c1cc(Cl)c[nH]1)[C@H]1CC(=O)N(C)C1=O
7681,12486,-6.70472,O=C1C[C@H](c2ccccc2)[N@@H+](Cc2ncnn2-c2ccccc2)CCN1
7682,5822,-6.70434,CC[C@H](C)NC(=O)[C@@H](C)[NH+]1CCC(c2c[nH]c3ccccc23)CC1
7683,8247,-6.70377,CCc1c(C(=O)N2CCS(=O)CC2)cnn1CC(C)C
7684,13408,-6.70344,Cc1cc(C(=O)NC[C@@H]2CCN(CC(F)(F)F)C2)[nH]n1
7685,18369,-6.70179,CC[N@@H+]1CC[C@H]2OCCN(C(=O)Cc3ccc4cn[nH]c4c3)[C@@H]2C1
7686,4346,-6.70154,Cc1cc(C)n(-c2ccc(NC(=O)c3n[nH]c4ncccc34)cc2)n1
7687,20055,-6.7012,Cc1cc(N2CC[C@@H](Oc3ccc(C(F)(F)F)cn3)C2)ccn1
7688,7254,-6.70062,Cn1cc(C(=O)Nc2cnn(CCN3CCOCC3)c2)c(C(C)(C)C)n1
7689,3253,-6.70039,COCC(=O)NCc1cn(-c2cccc(OC)c2)nn1
7690,19382,-6.69969,Cc1cc(CNc2nnc(C(F)F)o2)cc(N2CCCC2)n1
7691,18033,-6.69834,Cc1cc(S(=O)(=O)NCc2nncn2C)ccc1C(=O)[O-]
7692,10443,-6.69797,C[C@H](c1cccc(O)c1)N(C)C(=O)NC1CCCCCC1
7693,6137,-6.69781,CC[C@@H]1OCC[C@H]1NC(=O)Nc1nnn(C(C)C)n1
7694,10021,-6.69743,CCS(=O)(=O)N1CCC(NC(=O)C2(c3ccccc3OC)CC2)CC1
7695,10614,-6.69714,C[S@@](=O)CCNC(=O)c1ccc2c(Br)cnn2c1
7696,15884,-6.69554,O=C([O-])CCN(Cc1ccccc1)C(=O)C1CCOCC1
7697,17452,-6.6955,CO[C@@H]1CCN(C(=O)Nc2ncn(C3CCCCC3)n2)C1
7698,11133,-6.69525,O=C([O-])c1ccc(S(=O)(=O)N[C@H]2CCC(F)(F)C2)c(Cl)c1
7699,2708,-6.6951,CCc1ccc(C[N@H+]2CCCNC(=O)[C@@H]2Cc2ccccc2)o1
7700,15690,-6.69454,CCS[C@H]1CCC[C@@H](NC(=O)c2cncnc2)C1
7701,14093,-6.69363,Cc1cccc(C)c1OC[C@@H](O)C[NH2+][C@H]1CCCC12CCOCC2
7702,16587,-6.69357,O=S(=O)(NCc1cccnn1)c1ccccc1Br
7703,4163,-6.69339,COc1cc(S(=O)(=O)n2ccc(C)n2)ccc1Br
7704,7588,-6.69306,CC(C)Oc1cccc(CNC(=O)C[NH2+][C@H]2CCNC23CCC3)c1
7705,1335,-6.69237,CC(C)c1cc(NC(=O)N2CCC(Cn3ccnn3)CC2)no1
7706,2225,-6.69234,C=CC[C@H](C)NS(=O)(=O)c1cc(C(=O)[O-])cc(C)c1C
7707,6138,-6.69218,CC[C@H]1OCC[C@H]1NC(=O)Nc1nnn(C(C)C)n1
7708,1125,-6.69215,Cc1ncc(NC(=O)N[C@H]2CCC[C@@H]2Oc2cnn(C)c2)cn1
7709,18621,-6.69139,COc1ccc(C(=O)N2CCO[C@@H](C(=O)[O-])C2)cn1
7710,4051,-6.69041,C[C@]1(C#N)CC[C@@H]([NH2+][C@@H]2CCO[C@H]2c2ccc(Cl)c(F)c2)CC1
7711,20453,-6.68982,CCOc1ccc(S(=O)(=O)N2CCOc3c2c(C)nn3C)cc1C
7712,9178,-6.68977,Cc1nc(C2CC2)oc1C(=O)Nc1nc(CN2CCOCC2)cs1
7713,6183,-6.68911,CC(C)N(CCC(=O)[O-])C(=O)[C@H]1CCCN(C(=O)N2CCCC2)C1
7714,2985,-6.68861,CCc1nc(NC(=O)NC[C@H]2CCCO2)sc1C
7715,14724,-6.68661,CC(C)CS(=O)(=O)N1CCC[C@H](c2nnc3n2CCC3)C1
7716,13745,-6.68653,CC[N@@H+]1CCC[C@@H](NC(=O)c2cn(CCc3ccccc3)nn2)C1
7717,7594,-6.68593,Cc1nc(C(=O)NCC(=O)[O-])nn1-c1ccc(F)cc1
7718,14324,-6.68461,COc1ccc2c(C(=O)N3CCC[C@](C)(OC)C3)cnn2c1
7719,5154,-6.68407,CCN(C)S(=O)(=O)C[C@H]1CCCCC1(F)F
7720,13486,-6.68347,COCCc1ccnc(NC(=O)N2CC(NC(=O)C3CC3)C2)c1
7721,11632,-6.68279,CCOC(=O)c1ncn2nc(NC[C@H]3CCCO3)sc12
7722,12517,-6.68178,COc1ccc(C(=O)NCc2ccc(OC)c(C(=O)[O-])c2)cn1
7723,6256,-6.68141,Cc1oc(C)c(S(=O)(=O)NCc2ccsc2)c1C(=O)[O-]
7724,4399,-6.67943,Cc1nc(-c2cc3c(s2)CCN(C(=O)[C@H]2CCc4cnn(C)c4C2)C3)cs1
7725,16771,-6.6793,Cc1noc(C2CC[NH+](CC(=O)Nc3ccccc3C(=O)NCC(C)C)CC2)n1
7726,8614,-6.67908,CC[N@H+]1CC[C@@H]2OCCN(C(=O)c3ccccc3-n3cccn3)[C@H]2C1
7727,3339,-6.67848,COc1cc(OC)cc(N2CCCN(c3cc(C)nc(C)n3)CC2)c1
7728,12144,-6.67819,CCO[C@H](CC)C(=O)N1CCC2(CC1)C[C@@H]2C(=O)[O-]
7729,18973,-6.6776,CC(C)[C@H]1C[C@@H](NC(=O)c2[nH]ncc2C(F)(F)F)C1
7730,12178,-6.67623,CO[C@](C)(C(=O)[O-])C(=O)NCc1ccccc1NS(C)(=O)=O
7731,6702,-6.6749,Cc1nnc2n1C[C@H](C(=O)N(C)C)N(C(=O)Cc1cccc(O)c1)C2
7732,190,-6.67469,O=C1NCCC[N@H+](CCC(=O)N2CCOc3ccccc32)[C@H]1Cc1ccccc1
7733,13449,-6.67432,COc1cc(OC)cc(-c2nnc3n2CCCC3)c1
7734,3375,-6.67268,O=C(NCc1ccccc1)C1CCN(S(=O)(=O)c2ccccc2F)CC1
7735,7096,-6.67234,Cn1cc(CCCNC(=O)c2cccc(S(=O)(=O)N3CCCC3)c2)cn1
7736,17533,-6.67147,Cc1ccccc1C[NH2+][C@@H]1C[C@H](Cn2cc(C(=O)[O-])cn2)C[C@@H]1O
7737,6410,-6.67146,Cc1nnc2ccc(NC[C@H](c3ccco3)[NH+]3CCCCC3)nn12
7738,15627,-6.67093,CCc1ncnc(N2CCN(c3ncccn3)CC2)c1F
7739,462,-6.67073,COC(=O)c1nc(CCNC(=O)[C@H](C)C2CC2)sc1C
7740,10107,-6.67022,CN(C)c1cccc(C(=O)N[C@@H](CO)C(=O)[O-])c1
7741,8218,-6.67004,CN(C(=O)N[C@@H]1CCc2cn[nH]c2C1)C1CCCC1
7742,847,-6.66913,CCn1ccnc1C[N@H+]1CCCN([C@H](C)C(=O)Nc2cccc(Cl)c2Cl)CC1
7743,4230,-6.6685,CCC(CC)Nc1ncnc2c1nnn2CC1CC1
7744,16292,-6.6675,C[C@@]1(O)CCCN(C(=O)NC2CC[NH+](CCc3ccccc3)CC2)C1
7745,16958,-6.66697,Cc1noc(CN(C)C(=O)c2c3c(nn2C)[C@@H](C)O[C@H](C)C3)n1
7746,12377,-6.66591,COCCN1C[C@@H](C(=O)N2CCCNC(=O)C2)CC1=O
7747,4126,-6.66583,c1cc2c(NC3CC[NH+](C[C@@H]4CCOC4)CC3)ncnn2c1
7748,8324,-6.66395,Cc1ncccc1C(=O)NCC1CCN(S(C)(=O)=O)CC1
7749,13953,-6.6636,O=C(N[C@H]1CCCCNC1=O)c1ccc(Br)cn1
7750,4643,-6.66346,CS(=O)(=O)CCc1ccc(NC(=O)C2(C(=O)[O-])CCCC2)cc1
7751,19125,-6.66314,Cc1cc(C)c(S(=O)(=O)Nc2nc[nH]n2)c(C)c1
7752,4258,-6.66238,Cc1c(S(=O)(=O)N2CCC[C@@](O)(C(F)(F)F)CC2)cnn1C
7753,14399,-6.66191,C=CC[C@](C)(NC(=O)c1cc2occ(C(=O)[O-])c2[nH]1)C(F)F
7754,17721,-6.66029,c1ccc(-c2nc(CCNc3ncnc4[nH]ncc34)co2)cc1
7755,6331,-6.66012,CC(=O)N1CC(C(=O)Nc2ncc(C3(O)COC3)s2)C1
7756,9847,-6.66011,O=C(NC[C@@H]1CCCO1)c1ccnc(C(=O)[O-])c1
7757,8891,-6.65993,O=C([O-])c1ccc(CS(=O)(=O)N[C@@H]2CCS(=O)(=O)C2)cc1
7758,11500,-6.65944,CS(=O)(=O)c1ccc(N2CCN(C3CC3)C(=O)C2)nc1
7759,8376,-6.6574,COc1ccc(C)nc1NC(=O)N1CC[C@@H](OC(F)F)C1
7760,14974,-6.65647,Cc1nn(C)c(=O)c(C(=O)Nc2cc([C@@H]3CCCOC3)nn2C)c1C
7761,9551,-6.65619,Cn1nc(C(C)(C)C)cc1NS(=O)(=O)c1ccccc1
7762,494,-6.65565,COC1(CC(=O)Nc2cccc(C[NH3+])c2)CCC1
7763,15678,-6.6553,CC1CC[NH+]([C@H](CNC(=O)N2CC[C@@H](O)C(C)(C)C2)c2cccs2)CC1
7764,6645,-6.65524,Brc1c[nH]c(-c2nnc3n2CCCC3)c1
7765,6948,-6.65477,COc1ccc(C(=O)[O-])cc1NS(=O)(=O)c1ccc(Cl)s1
7766,9543,-6.65218,Cc1nc(N2CC(S(C)(=O)=O)C2)c2c(C)csc2n1
7767,4881,-6.65066,Cn1nc(C2CC2)cc1S(=O)(=O)Nc1cccc2[nH]ncc12
7768,7605,-6.64984,COC(=O)[C@@H]1CCc2nnc(CC(C)(C)C)n2C1
7769,3956,-6.64962,CC(C)n1cc(S(=O)(=O)NC2CCC(F)(F)CC2)cn1
7770,8440,-6.64863,Cn1ccc(NS(=O)(=O)c2ccc(OCC(=O)[O-])c(F)c2)n1
7771,10623,-6.6485,Cc1cc(S(=O)(=O)Nc2ccnn2[C@@H]2CCOC2)ccc1Cl
7772,10537,-6.64799,COc1nc(C)cc(N2CCC(c3nncn3C)CC2)n1
7773,8039,-6.64659,COc1cccc2c1OC[C@@H](NC(=O)c1cc(C)c(C(=O)[O-])o1)C2
7774,797,-6.64624,COc1ncnc(N(C)C)c1NC(=O)N[C@@]1(C)CCOC1
7775,17703,-6.64606,Cc1ccc(S(=O)(=O)NC[C@H](O)C(=O)[O-])c(C)c1
7776,4819,-6.64457,COc1ccccc1S(=O)(=O)NCC[C@H](C)[NH3+]
7777,11328,-6.64399,COc1ccc(OC)c(CC(=O)N2CC[NH+](C[C@@H]3CCCCN3C)CC2)c1
7778,11294,-6.64388,COCC1(O)CC[NH+]([C@@H](C)C(=O)N2CC(=O)Nc3ccccc32)CC1
7779,3868,-6.64338,C[N@H+]1CCC[C@H]1[C@@H]1CCCN1C(=O)C[C@H](O)c1ccc(Cl)cc1
7780,5051,-6.64229,Cn1c(Cc2ccccn2)nnc1N1CCC2(CCOCC2)C1
7781,18871,-6.64213,CN(C)C(=O)c1cn[nH]c1NCc1ncc(C(C)(C)C)s1
7782,13076,-6.6405,Cn1cc(C[NH2+][C@@H]2C[C@H](Cn3cc(Cl)cn3)C[C@H]2O)c(C2CC2)n1
7783,16479,-6.63635,CC[N@H+](C)CCNc1ccc2nnc(C(F)(F)F)n2n1
7784,8660,-6.63569,O=C(NS(=O)(=O)C1CCC1)c1cnc(C2CC2)s1
7785,8374,-6.63414,CC1CCN(S(=O)(=O)N2CCN(c3ccc(Br)cn3)CC2)CC1
7786,8084,-6.63391,Cc1nc(C(=O)N2CCCc3cc(F)ccc32)nc(N2CC[C@H]([NH3+])C2)c1C
7787,4902,-6.63374,Cc1cccc(S(=O)(=O)N[C@@H](CO)C(=O)[O-])c1
7788,11584,-6.63196,Cc1cn2c(=O)cc(C[NH2+][C@H](CO)c3ccccc3C)nc2s1
7789,13963,-6.6312,C[NH2+]Cc1cn(Cc2ccn(C3CCCC3)n2)nn1
7790,1348,-6.63008,Cc1c(C(=O)NCc2cccc(N(C)C)n2)oc2ccccc12
7791,8877,-6.62879,CCc1ccc(C(=O)N(CCC(=O)[O-])C(C)C)cc1
7792,5002,-6.62824,Cc1cn2nc(NCC3(N4CCSCC4)CCCC3)sc2n1
7793,10662,-6.62819,COC[C@]1(C(=O)[O-])CCN(C(=O)Nc2ccc(C(F)(F)F)nc2)C1
7794,17159,-6.62801,COc1ccc2c(N3CCC[N@H+](Cc4cnn(C)c4)CC3)ncnc2c1F
