,i_i_glide_lignum,r_i_docking_score,SMILES
2210,2540,-8.93811,CC1(C)CN(C(=O)c2cnc3[nH]c(=O)[nH]c3c2)C[C@@H](C(F)(F)F)O1
2211,9753,-8.938,C[S@@](=O)Cc1cccc(C(=O)NS(=O)(=O)c2cccc3ncccc23)c1
2212,9800,-8.93732,CC1(C2CC2)CCN(C(=O)C(=O)Nc2ccc(N3C[C@@H]4CC[C@H]3C4)cc2)CC1
2213,13480,-8.93726,Nc1nc(C2CC2)ncc1C(=O)Nc1cccc(C(=O)N2CCOCC2)c1
2214,8760,-8.93725,Cc1ccc(Br)c(C(=O)N2CC[C@H](C(=O)N(C)c3ccccc3)C2)c1
2215,753,-8.93719,O=C([C@H](NC(=O)N1CCC[C@@H]2C[C@@H]21)c1ccccc1)N1CCOCC1
2216,15566,-8.93677,O=C(N[C@@H]1CC(=O)N(C2CCCCC2)C1)c1cnc2ccsc2c1
2217,18168,-8.93664,CN1CCO[C@@H](CNC(=O)N[C@@H]2C[C@H]2c2cccc(F)c2)C1
2218,12,-8.93557,N#Cc1cnc(NC[C@H]2CC[C@@H](c3nc(C4CC4)n[nH]3)O2)c(F)c1
2219,143,-8.93557,NC(=O)[C@@]1(O)CCC[N@@H+](CC[S@@](=O)c2cc(Cl)ccc2Cl)C1
2220,2642,-8.93438,Cc1ccccc1C1(C(=O)N2CCC[C@@H](N3CCNC3=O)C2)CCC1
2221,14060,-8.93365,CN(C(=O)c1ccc(=O)n(Cc2ccccc2)n1)c1ccc(F)cc1
2222,7897,-8.9335,NC(=O)NCc1ccc(C(=O)NC[C@H]2CC(=O)N(Cc3ccccc3)C2)cc1
2223,9575,-8.93318,CNC(=O)Cc1ccc(NC(=O)N2CCC[C@@H]2C2CC2)cc1
2224,814,-8.93291,CC(C)(C)n1ncc2c(=O)[nH]c(NC[C@H](O)COc3ccc(F)cc3)nc21
2225,11016,-8.93216,Cc1cc(C(=O)N2CCc3nc[nH]c3[C@@H]2c2cccnc2)oc1C
2226,1072,-8.9315,NC(=O)[C@H]1CCN(C(=O)c2ccc3[nH]ccc3c2)C1
2227,15206,-8.93119,Cn1c(=O)cc(C(=O)N[C@H]2CCOC(C)(C)C2)c2ccccc21
2228,19190,-8.93102,CO[C@H]1CC[C@@H]2OCCN(C(=O)CCc3nc(-c4cccs4)no3)[C@H]2C1
2229,3447,-8.93067,O=C(N[C@H]1C[C@H](c2ccccc2F)C1)N1CC(CO)C1
2230,12796,-8.93024,CC1(C)C[C@@H]1C(=O)N1CCCN(C(=O)c2ccc(F)cc2)CC1
2231,805,-8.92966,CCOc1ccc(C(=O)N2CCO[C@H](c3cccc(F)c3)C2)cc1
2232,5795,-8.92924,Cc1ccccc1C1(C(=O)Nc2ccn(CCc3ccncc3)n2)CCC1
2233,9237,-8.92892,O=C(CCn1ccc2cccnc21)N[C@H]1C[C@H](Cn2cccn2)C[C@H]1O
2234,10172,-8.92826,O=C1C[C@@]2(CCN(C(=O)c3cncc(C(F)(F)F)c3)C2)CN1
2235,10046,-8.92816,O=C(CCC(=O)N1CCc2sccc2C1)N[C@@H](C(=O)[O-])c1ccccc1F
2236,19496,-8.92813,O=C(c1ccc(OCC2CCCCC2)cc1)N1CC2(CC[NH2+]CC2)[C@@H]2COC[C@H]21
2237,8570,-8.92803,COc1cc(Br)cc(C(=O)N2C[C@H](O)C[C@@H]2CO)c1
2238,14682,-8.92801,CC1(C)CN(C(=O)[C@@H]2CCc3nncn3C2)c2cccc(Cl)c21
2239,8506,-8.92792,COC[C@H](N)C(=O)Nc1ccc(OCc2noc(C3CC3)n2)cc1
2240,5594,-8.92774,CC(C)(C(=O)NCc1cccc2c1CCOC2)N1C(=O)c2ccccc2C1=O
2241,13401,-8.92715,O=C(Cc1csc(-c2ncccn2)n1)NCc1ccc2c(c1)CC(=O)N2
2242,1163,-8.92697,COc1ccccc1-c1cc(CNc2nc3cc(C)ccc3o2)on1
2243,12520,-8.92685,CC(C)Oc1ccccc1CNC(=O)N[C@H]1c2ccccc2C[C@@H]1O
2244,8187,-8.92674,CCc1ncn(C)c1NC(=O)c1cc(-c2ccccc2)n(-c2ccccc2)n1
2245,4780,-8.92623,O=C(N[C@H]1CCc2ncccc2C1)c1cc(F)c(Cl)cc1F
2246,17747,-8.92526,C[C@@H](CNC(=O)c1ccc2c(c1)NC(=O)CCN2C)N1CCCCC1=O
2247,1237,-8.92496,Cc1nc(Cc2ccccc2)sc1C(=O)N[C@@H]1CCCc2nn(C)cc21
2248,5844,-8.92488,COc1cc2c(cc1OC)CCN(C(=O)c1ccnnc1C)CC2
2249,12620,-8.92487,Cc1nc2c(C(=O)N[C@H]3C[C@@H](c4ccc(Cl)cc4)C3)ccnc2[nH]1
2250,19722,-8.92454,O=C(NC1CC1)[C@H]1CCCN1C(=O)NCCc1ccc(OC(F)(F)F)cc1
2251,10534,-8.92371,Cc1ccccc1C[C@@H]1CCCN1C(=O)Cc1c(C)n[nH]c1C
2252,14171,-8.92369,CC(=O)N1CC[C@H](NC(=O)c2cc(-c3ccccc3)nc3c2c(C)nn3C)c2ccccc21
2253,8102,-8.92357,NC(=O)[C@H]1CCCCN1C(=O)Cn1cnc2c(c1=O)CCC2
2254,6993,-8.92353,CC(C)(C)c1csc([C@H]2CN(C(=O)NC3CCCCC3)CCO2)n1
2255,3226,-8.92317,CC(C)NS(=O)(=O)c1ccc(C(=O)N2CC[C@H](C)[C@@H](O)C2)cc1
2256,8389,-8.92307,O=C(Nc1c[nH]nc1[C@H]1CCCN([C@H]2CCOC2)C1)c1ccccc1
2257,16197,-8.92305,Cc1cccc2c1CCN(C(=O)[C@H]1CC[C@]3(CC1)NC(=O)NC3=O)C2
2258,17601,-8.9228,Cc1cc(C(=O)N2CCOC3(CCOCC3)CC2)ccc1-n1cccn1
2259,14275,-8.92072,CCc1ccnc(C(=O)N2CCC(C(=O)N3CCCC3)CC2)c1
2260,1698,-8.92054,C[C@@H]1CCN(C(=O)CNC(=O)c2cnc3ccccc3c2O)C1
2261,18920,-8.92054,Cc1nc2c(C(=O)NC3(c4ccccc4)CCC3)cccc2o1
2262,6347,-8.92049,COc1cccc2c(N[C@H]3C[C@@H](Cn4ccnc4)C[C@H]3O)ncnc12
2263,4414,-8.92039,CS(=O)(=O)[C@H]1CCN(C(=O)Cc2coc3cc4c(cc23)CCC4)C1
2264,8333,-8.92036,COc1cc(C)nc(N2CCN(C(=O)CC(C)(C)c3ccccc3)CC2)n1
2265,5287,-8.92001,O=C(NCC1(c2cccc(Cl)c2)CCOCC1)c1csc(-c2cnccn2)n1
2266,16657,-8.91952,O=C(Nc1ccncc1)c1cnn(-c2ccccc2F)c1C(F)(F)F
2267,12491,-8.91921,C[C@@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(N)=O)c1ccccc1
2268,9091,-8.91895,O=C(c1ccc(C(F)(F)F)nc1)N1CCC[C@@H]1c1cccnc1
2269,15636,-8.91888,CN(C[C@H]1CC[N@@H+](C)C1)c1nc(-c2cccnc2)nc2ccccc12
2270,16401,-8.91888,CCC(CC)n1nc(C)cc1C(=O)N1CCC[C@@H](n2ccc(C(F)(F)F)n2)C1
2271,12306,-8.91851,Cc1n[nH]cc1CN(C)c1nc(C2CC2)nc2c1CCC2
2272,5897,-8.91801,CC(C)n1cc(C(=O)N2CCOc3cc(O)ccc3C2)cn1
2273,3834,-8.91789,Cn1cc(C(=O)Nc2cnn(Cc3ccccc3)c2)c(C2CCCCC2)n1
2274,16362,-8.91753,Cc1nn(-c2ccccc2)c2ncc(NC(=O)[C@]3(O)CCOC3)cc12
2275,1315,-8.91736,Cc1noc(C)c1CC(=O)Nc1cccc(C(=O)Nc2ccccn2)c1
2276,3450,-8.91723,O=C(NCCc1cnc2c(Cl)cnn2c1)N1CC(C2CCCCC2)C1
2277,11966,-8.91608,CNC(=O)[C@H]1CCCCN1C(=O)Cn1cnc(-c2ccccc2)n1
2278,20042,-8.91574,O=C(C[NH+]1CCN(c2cnc3cc(Cl)c(Cl)cc3n2)CC1)NC1CC1
2279,2262,-8.91556,NC(=O)[C@H]1CCCC[C@H]1NC(=O)Cc1nsc2ccccc12
2280,19668,-8.91533,C[N@@H+]1CCC[C@H]1c1cc(C(=O)NCCc2ccc(Cl)cc2)[nH]n1
2281,12534,-8.9153,CCc1onc(C)c1NC(=O)N[C@H](C)c1cc(C)cc(C)c1
2282,1465,-8.91508,CCS[C@@H]1CCCCN(C(=O)CN2C(=O)Cc3ccccc32)C1
2283,19023,-8.91507,COc1cccc(C(=O)N2CCC3(CC2)CNC(=O)C3)c1OC
2284,19101,-8.91381,Cn1ncnc1C(=O)N[C@@H]1C[C@H](Cn2ccnc2-c2ccccc2)C[C@@H]1O
2285,4536,-8.91352,Cn1nnnc1-c1cccc(S(=O)(=O)NC(=O)Cc2ccc(C(F)(F)F)cc2)c1
2286,7873,-8.9135,CCC1(O)CCN(C(=O)Nc2cc(F)c(F)cc2OC)CC1
2287,8137,-8.91347,CC(C)[C@@H]([NH3+])C(=O)N1CCC2(CC1)CNCc1ccccc1O2
2288,545,-8.91334,Cc1ccccc1-c1nc(C(=O)N2CCOC[C@H](C)C2)cs1
2289,12503,-8.9133,NC1(C(=O)Nc2ccc3[nH]c(-c4ccccn4)nc3c2)CCOCC1
2290,4570,-8.91265,O=C1NCCN(C(=O)Cn2ncn3nccc3c2=O)[C@H]1c1ccccc1Br
2291,13404,-8.91256,N#Cc1ccccc1-c1ccccc1C(=O)NCC(=O)N1CCc2ccccc21
2292,3213,-8.9115,C[C@H]1CN(C(=O)c2n[nH]c3ccccc23)CCCO1
2293,18306,-8.91134,c1cnc(-c2ccnc(N[C@H]3CC[C@@H]4CCCC[C@H]4C3)n2)cn1
2294,218,-8.91082,c1ccc(-c2nc(N3CC[NH2+]CC3)nc3ccccc23)cc1
2295,69,-8.9107,O=C(NCC1(O)CCC1)c1cc(=O)c2ccccc2o1
2296,19437,-8.91053,O=C(NCCc1cccc(Cl)c1)[C@@H]1COc2ccccc2C1
2297,8836,-8.91047,COc1ccccc1CCNC(=O)c1n[nH]c2c1C[C@H](C)O[C@@H]2C
2298,6759,-8.91046,O=C(NCCc1nnc(-c2ccccc2)o1)c1ccc(F)c(F)c1
2299,10166,-8.91026,CC(C)c1cc(C(=O)N[C@@H](CO)c2ccc(F)cc2)n(C)n1
2300,1356,-8.91025,O=C(NCc1nc(-c2ccccc2)no1)N1CCCCCC1
2301,11501,-8.90991,O=C(Nc1ccccc1)c1ccc(NC(=O)c2cc(F)ccc2F)cc1
2302,1285,-8.90964,CC(=O)Nc1cccc(NC(=O)N2CCCN(C(=O)C(C)C)CC2)c1
2303,4229,-8.90952,CNC(=O)[C@H]1CCCN1C(=O)CNC(=O)c1ccsc1C(F)F
2304,7099,-8.90851,Fc1ccccc1-c1nnc(CCc2nc(-c3ccccn3)no2)o1
2305,8148,-8.90849,O=C(Nc1ccc(=O)n(Cc2cccc(F)c2)c1)[C@H]1CCCOC1
2306,9605,-8.90793,Fc1ccc(C2(c3nc(-c4cnccn4)no3)CCC2)c(F)c1
2307,8426,-8.90763,Cn1cc(C(=O)N2C[C@H](CO)c3ccccc32)c(C(C)(C)C)n1
2308,10904,-8.90744,O=C([O-])c1ccc(C(=O)NC2CCN(C(=O)CCc3ccccc3)CC2)s1
2309,7179,-8.90705,NC(=O)C1(c2ccccc2)CCN(C(=O)COCC2CC2)CC1
2310,6604,-8.90694,O=C(CCC1CC[NH2+]CC1)N[C@@H]1C[C@H]1c1cccc(F)c1
2311,13617,-8.90683,CCc1nnc([C@H]2C[C@H](O)CN2C(=O)c2csc3ccccc23)o1
2312,93,-8.90679,CC(=O)N1CC[C@H](NC(=O)N2CC[C@@H]([C@@H]3CCOC3)C2)[C@H](C)C1
2313,6610,-8.90665,CCNC(=O)N1CCCC[C@@H]1c1nnc(C2CCOCC2)o1
2314,1496,-8.90588,Cn1cc(NC(=O)N2CCC[C@H](CS(C)(=O)=O)C2)c(C2CCCCC2)n1
2315,18186,-8.90571,O=C(Cc1n[nH]c2ccccc12)Nc1cc([C@H]2C[C@H]3CC[C@@H]2C3)[nH]n1
2316,4680,-8.90569,Cc1nn([C@@H]2CCS(=O)(=O)C2)c(C)c1NC(=O)c1cc(=O)c2ccc(F)cc2o1
2317,1806,-8.90476,O=C(NCCc1coc(-c2ccc(F)cc2)n1)c1n[nH]c2c1CCC2
2318,15372,-8.90432,O=C(N[C@@]12CCC[C@H]1N(c1cc(F)ncn1)CCC2)[C@H]1C[C@@H]2CCC[C@@H]21
2319,381,-8.90398,O=C(c1ccc2nnnn2c1)N1CCC[C@H]1Cc1ccccc1
2320,17149,-8.90316,CNc1ccccc1C(=O)N1CCN(c2cnccn2)CC1
2321,10888,-8.90184,Fc1cccc(Cl)c1Cc1noc(CCc2nnc[nH]2)n1
2322,10505,-8.90121,O=C([O-])C[C@@H]1CCCN(C(=O)CCc2ccccc2C(F)(F)F)C1
2323,14504,-8.90044,Cc1n[nH]cc1CNC(=O)N[C@H]1CC[C@H](c2ccccc2)CC1
2324,16955,-8.90033,Cc1nc(C2CCN(C(=O)c3cc(F)cc4cccnc34)CC2)c2n1CC[NH2+]C2
2325,9714,-8.89941,Cn1ccc2c(C(=O)Nc3c[nH]nc3-c3nccs3)cccc21
2326,7104,-8.89933,O=C(NCCc1ccc2c(c1)OCCO2)N1CCC[C@H](CO)C1
2327,9039,-8.89863,O=C(N1CCC(Cc2ccccc2)CC1)N1CCO[C@]2(CCCOC2)C1
2328,8636,-8.89818,Cn1nccc1CNC(=O)N1CC[C@@H](Cc2ccccc2)C1
2329,7508,-8.89809,CC[C@@H](NC(=O)N1C[C@H]2COC[C@@H](C1)O2)c1ccc(C(C)C)cc1
2330,19625,-8.89713,O=C(Cn1nnnc1-c1ccsc1)N1CCC(Cc2ccccc2)CC1
2331,20360,-8.89712,O=C(NCc1ccsc1)c1cc(-c2ccc3c(c2)OCO3)n[nH]1
2332,14773,-8.89626,COCC1CCN(C(=O)c2ccc3ccc(OC)cc3c2)CC1
2333,19492,-8.8962,CCc1cc(NC(=O)[C@@H]2OCC(=O)N(C)[C@H]2c2cnn(C)c2)ccc1C
2334,5721,-8.89606,CC(=O)N1CCCN(C(=O)NC[C@H](c2ccccc2)[NH+]2CCCC2)CC1
2335,8502,-8.89588,CCc1cccnc1C(=O)N1CCN(c2cccc(C)c2)CC1
2336,2931,-8.89574,Cn1nncc1CNC(=O)c1ccc2c(c1)C(C)(C)CCC2(C)C
2337,17255,-8.89554,O=C(Cc1csc(Cc2ccc(F)cc2)n1)NCCCC[NH+]1CCN(c2ccccc2)CC1
2338,10921,-8.89522,Cc1c(C(=O)N[C@@H](C)c2ccc3c(c2)CCCC3)cnn1-c1ccncc1
2339,9644,-8.89508,Cc1cc(C(=O)N2CCC[C@H](n3ccnc3)C2)c2c(C(C)C)noc2n1
2340,14011,-8.89362,CC(C)(C)c1n[nH]cc1C(=O)N1CCN(c2ncnc3sccc23)CC1
2341,15218,-8.89323,C[C@H](C(=O)N1CCc2ccccc2C1)S(=O)(=O)C1CCOCC1
2342,20109,-8.89295,Cc1cc2cc(NC(=O)C(=O)NCc3ccc(F)cc3)ccc2[nH]1
2343,14911,-8.89216,Cn1nc2c(c1NC(=O)[C@H]1CCCN(C(=O)Cc3ccccc3)C1)CCC2
2344,20241,-8.89203,O=C(c1csc(-c2ccc(F)cc2)n1)N1CCN(C2CC2)C(=O)C1
2345,20191,-8.89198,CC(C)(C)CC[C@]1(O)C[C@@H](C(=O)N2CCO[C@]3(CC[S@@](=N)(=O)CC3)C2)C1
2346,15619,-8.89136,C[C@H](C(=O)NCc1ccc(Cl)cc1Cl)N1C(=O)NC2(CCCC2)C1=O
2347,4714,-8.89107,C[C@H](C(=O)Nc1cnc2c(c1)COCC2)c1cccc(F)c1
2348,7018,-8.89069,COc1cccc(OC)c1C(=O)N1CC[C@H](c2cccc(F)c2)C1
2349,17836,-8.89028,CC(C)C[N@@H+]1CCC[C@H](C(=O)NC[C@@H](Nc2ncnn3cccc23)C2CC2)C1
2350,13085,-8.8898,N#Cc1c(F)cccc1-n1ccc(NC(=O)N2CCC(CCO)CC2)n1
2351,15834,-8.88978,COc1cccc(C[C@@H]2CCCN2C(=O)c2cncc(C(=O)[O-])c2)c1
2352,8980,-8.88974,COc1cc(C(=O)N2CCN(C(=O)c3nc4nc(C)cc(C)n4n3)CC2)ccc1C
2353,8758,-8.88968,Cc1nc(-c2cnn(C)c2)sc1C(=O)N1CC[NH2+]C[C@@H]1c1cccnc1
2354,14081,-8.88952,Cc1noc([C@H]2CCCN(C(=O)CNC(=O)c3ccc(F)c(F)c3)C2)n1
2355,15952,-8.88927,C/C=C\c1cn([C@@H]2CN(C(=O)[C@H](C)c3ccccc3)C[C@H]2C)nn1
2356,18862,-8.88893,CC(C)N(CC(N)=O)C(=O)c1csc(C2CCCCC2)c1
2357,4699,-8.88844,CC1(C)CN(C(=O)[C@H]2CCC(=O)N2)C[C@@H](C(F)(F)F)O1
2358,17024,-8.8881,C[C@]1(c2ccccc2)CC(=O)N(C[C@@H](O)CO)C1=O
2359,7147,-8.88714,COc1ccc([C@@H](CCO)NC(=O)c2cc3c(s2)CCOC3)cc1
2360,1850,-8.88637,CCC[C@H](C)NC(=O)[C@@H]1CCCN(C(=O)c2ccc(Br)cc2-n2cncn2)C1
2361,3018,-8.88611,Cc1c([C@@H](C)NC(=O)c2onc3c2CCCC3)cnn1-c1ccc(F)cc1
2362,17377,-8.88594,O=C1CCC[C@@H](C(=O)Nc2cc(F)c(F)cc2N2CCCCC2)N1
2363,4500,-8.88521,Cc1cc(-c2nc(-c3ccc(F)c(F)c3)no2)nn1C(C)(C)C
2364,1105,-8.88455,C[C@@H](NC(=O)NCc1ccccc1-n1ccnc1)c1ccccc1
2365,10807,-8.88449,O=C([C@H]1CCc2cn[nH]c2C1)N1CCC[C@@H](Cn2ccnn2)C1
2366,16315,-8.88371,C[C@H](NC(=O)Cn1cc(CO)nn1)c1ccc(Cl)cc1Cl
2367,10695,-8.88371,CC(=O)N[C@@H](CC(=O)N1CCOCC12CC2)c1ccc(Cl)cc1
2368,19556,-8.88364,Cc1cc2ccccc2nc1C(=O)N1C[C@H]2C[C@@H]1[C@H]2c1ocnc1C(N)=O
2369,19899,-8.88305,CNC(=O)[C@H]1CCCCN1C(=O)c1[nH]c2ccc(F)cc2c1Cl
2370,4981,-8.88264,Cc1cnc(NC[C@@H]2CC(=O)N(C(C)(C)C)[C@@H]2c2cnn(C)c2)nc1
2371,12030,-8.88189,CO[C@@H]1CCCC[C@H]1C(=O)NCc1ccc(C(=O)Nc2ccncc2)cc1
2372,2844,-8.88093,Cc1cccc(N2CCN(C(=O)c3ccc4oc(=O)[nH]c4n3)CC2)c1C
2373,17562,-8.88085,COc1cccc(CNC(=O)Cc2cccc(O)c2)c1
2374,14784,-8.88066,CCOc1ccccc1C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)c1cn(C)nc1C
2375,3736,-8.88035,NC(=O)[C@H]1CCCN(c2ccc(C(=O)NC3CC[NH+](CCc4ccccc4)CC3)cc2)C1
2376,14187,-8.87998,O=C(c1c[nH]c2cc([N+](=O)[O-])ccc12)N1CCc2nc[nH]c2C1
2377,9702,-8.8797,O=C(CC[C@H]1CCCCO1)N1CCN(c2cc(C3CC3)n[nH]2)CC1
2378,149,-8.87953,CC(C)(C(=O)Nc1ccc(C[C@H]2NC(=O)NC2=O)cc1)c1ccccc1
2379,16326,-8.87918,O=S1(=O)CC[C@@]2(CCCN(c3ccnc4cc(Cl)ccc34)C2)C1
2380,16215,-8.8789,C[C@@H]1COc2ccccc2CN1C(=O)Nc1ccn(CC(F)F)n1
2381,6910,-8.87879,O=C(c1ccccc1)N1CCC(c2n[nH]c(=O)o2)CC1
2382,721,-8.87838,CCO[C@H]1C[C@]2(CCN(S(=O)(=O)CCc3ccc4c(c3)CCO4)C2)C1
2383,20496,-8.8778,CCOC(=O)c1nccc(N2CCC[C@H](c3ccncc3)C2)n1
2384,10611,-8.87739,O=C1CC[C@H](NS(=O)(=O)c2ccc(F)cc2)[C@@H](c2ccccc2)N1
2385,13783,-8.87736,COC(=O)[C@H]1CCc2nnc([C@H]3OCC[C@@H]3c3ccccc3)n2C1
2386,6417,-8.8772,O=C(CC[C@H]1CC[NH2+]C1)Nc1ccc(C(=O)N2CCc3ccccc32)cc1
2387,17492,-8.87706,O=C(C[C@@H]1C[C@H]2CC[C@@H](C1)[NH2+]2)Nc1ccc2[nH]c(-c3ccco3)nc2c1
2388,11780,-8.87697,COc1ccc(Cl)cc1CC(=O)N[C@H]1CCCC[C@@H]1CO
2389,20095,-8.87647,COc1ccccc1-c1cc(C(=O)N2CCOCC[C@@H]2C)no1
2390,15520,-8.87642,C[C@@H]1C[C@@H](NC(=O)NCC2(c3ccccc3)CCOCC2)c2ccsc2S1(=O)=O
2391,9638,-8.87609,CN(C)S(=O)(=O)c1cccc2c1CCN(C(=O)NCC1(Cc3ccccc3)CC1)C2
2392,13274,-8.87593,Cn1ncc2c(NCCc3ccc(F)c(F)c3F)ncnc21
2393,6835,-8.87592,c1ccc2c(-c3nc(C4CCOCC4)cs3)n[nH]c2c1
2394,3543,-8.8757,CC(C)NC(=O)[C@H]1CCC[C@H](NC(=O)[C@@H]2[C@H](C)C2(F)F)C1
2395,11661,-8.87557,COc1ccncc1CNC(=O)N[C@@H]1C[C@@H]1C1CCCCC1
2396,6528,-8.87539,O=c1[nH]c(C2CCOCC2)nc2cc(-c3ccc(F)cc3)sc12
2397,5798,-8.87511,Cc1c(NC(=O)c2ccc3c(c2)CCO3)cccc1C(=O)N1CCOCC1
2398,4116,-8.87501,COC(=O)c1cccc2sc(C(=O)N3CC(=O)N[C@H](C)C3)cc12
2399,6086,-8.87465,CC(=O)N1CCCN(c2ccc(F)cc2NC(=O)NC(C)(C)CO)CC1
2400,16200,-8.87433,O=C([O-])C1CCN(C(=O)c2ccc(Oc3ccccc3)o2)CC1
2401,20297,-8.87364,CCCN(Cc1c(F)cccc1Cl)C(=O)c1cc(C(=O)[O-])[nH]n1
2402,18394,-8.87251,O=C(c1cccc2[nH]cnc12)N1CCOCC2(CCCC2)C1
2403,1166,-8.87251,Cc1noc(C2(C)CCN(C(=O)c3n[nH]c4c3C[C@H](C)O[C@H]4C)CC2)n1
2404,14078,-8.87116,CS(=O)(=O)c1csc(C(=O)N2CCC(NC(=O)c3ccccc3)CC2)c1
2405,11765,-8.87111,Cn1ccnc1[C@]1(CNC(=O)[C@H]2C[C@H]2c2ccc(Cl)cc2)NC(=O)NC1=O
2406,5302,-8.8709,Cc1cccc(-c2nnc([C@H](C)[N@H+](C)CC3CCOCC3)o2)c1
2407,1711,-8.87078,CCCN(C(=O)c1ccccc1NC(=O)[C@H]1CCCC(=O)N1)C(C)C
2408,10318,-8.87062,Cn1cnc2c(N3CCC[C@H]3C(=O)NCC3CCCCC3)ncnc21
2409,12677,-8.87018,O=C(NCc1csc(-c2ccccc2)n1)N[C@H]1CCC[C@H]2OCC[C@H]12
2410,3425,-8.86965,CCc1nc2ccccc2n1C1CCN(C(=O)[C@@H](C)NC(C)=O)CC1
2411,1823,-8.86957,Cn1ccnc1[C@H]1CCN(C(=O)Cc2n[nH]c(=O)c3ccccc23)C1
2412,20249,-8.86952,COc1ccc(NC(=O)N2CC3(CCC3)[C@@H]2c2ccccc2)c(C)n1
2413,964,-8.8689,COCCc1nc(CNc2ccc(Cl)cc2C(N)=O)no1
2414,12568,-8.86871,CC1(C)C[C@H]1C(=O)NC[C@H]1CC[C@H](c2ccccc2)O1
2415,15154,-8.86866,Cc1cccc2oc(C(=O)N3CC(C)(C)O[C@H]4COC[C@@H]43)cc12
2416,722,-8.8677,O=C(CCc1nc(C2CCCC2)no1)N1CCOC[C@@H]1CCO
2417,17529,-8.86766,Cc1nc(-c2ccco2)[nH]c(=O)c1C(=O)N1CC[C@H]2C[C@@]2(O)C1
2418,6656,-8.86723,O=c1[nH]cnc2c(N3CCC(c4ccc(F)c(F)c4)CC3)nccc12
2419,1963,-8.86716,COc1cccc(OCC(=O)N2CCN(C)c3ccccc3C2)c1
2420,17725,-8.86674,Cn1cnc2c(N3CCC(Cc4ccc(F)cc4)CC3)ncnc21
2421,14047,-8.8665,N#CC1(CC(=O)N2CC[C@@H](Nc3ccccc3)C2)CC1
2422,3411,-8.86621,CNS(=O)(=O)c1ccc(CNc2ccc3nnc(-c4ccccc4F)n3n2)cc1
2423,16421,-8.86618,O=S(=O)(CCCN1CCOCC1)N[C@H]1CCCc2ccc(F)cc21
2424,16851,-8.86575,O=C(c1ccccn1)N1CCC(c2nnc3n2CCC3)CC1
2425,1497,-8.86574,Cn1cc(NC(=O)N2CCC[C@@H](CS(C)(=O)=O)C2)c(C2CCCCC2)n1
2426,9062,-8.86559,O=C(Nc1cccnc1)Nc1cccc(CS(=O)(=O)C2CCCCC2)c1
2427,4427,-8.86559,O=C(NCc1ccnc(N2CCCC2)c1)N[C@H]1CC[C@H](C(F)(F)F)CC1
2428,10771,-8.8655,O=C1CC[C@@H](NC(=O)Cc2ccc(F)cc2)C(=O)N1
2429,15605,-8.86479,CCn1ncc2cc(C(=O)NC3CCC4(CCOCC4)CC3)c(C)nc21
2430,440,-8.86439,O=C(c1cc(F)cc2ccoc12)N1CCC(N2CCNC2=O)CC1
2431,653,-8.86411,COc1cccc(CC(=O)N[C@H]2c3ccccc3C[C@@H]2O)c1
2432,6168,-8.86361,COc1ccc(C)cc1-n1cnc(C(=O)N2CCC[C@@]2(C)CO)c1
2433,210,-8.86343,CC(C)N1CC[NH+](C2CCN(C(=O)[C@H](C)Oc3cccc(F)c3)CC2)CC1
2434,11588,-8.86279,O=C([C@H]1CCc2[nH]nnc2C1)N1CCn2c(cnc2C(F)(F)F)C1
2435,12813,-8.86266,O=C1CCC[C@@H](C(=O)N2CCN(c3c(Cl)cccc3Cl)CC2)N1
2436,7846,-8.86242,Cc1cccc(Oc2ccc(NC(=O)NC3(C)CCOCC3)cn2)c1C
2437,20444,-8.86241,CO[C@H]1C[C@@H](c2nnc(C)o2)N(c2c(F)cc(C#N)cc2F)C1
2438,3768,-8.86227,Cc1csc(N2CCN(C(=O)c3ccc(C(=O)NC4CC4)cc3)C[C@H]2C)n1
2439,2294,-8.86221,Cc1nc2ccccn2c1CNC(=O)NC[C@H]1Cc2ccccc21
2440,7534,-8.86206,C[C@H](CN1CCOCC1)NC(=O)N1CCC[C@H]1Cc1ccc(F)cc1
2441,9501,-8.86131,COCCn1ccc(NC(=O)[C@@H]2CCCN(C(=O)c3cc(C)cc(C)c3)C2)n1
2442,8441,-8.86113,CCOc1ccc(CNC(=O)N2CCC[C@H](C(=O)NC)C2)cc1F
2443,4390,-8.86106,O=C(N[C@H]1COc2ccccc2C1)c1n[nH]c(=O)c2ccccc12
2444,8475,-8.86022,CO[C@H](C)C(=O)Nc1cccc(NC(=O)CC[C@H]2CC[NH2+]C2)c1
2445,9921,-8.85987,Cn1ccc2c(C(=O)N3CCC(c4ncon4)CC3)cccc21
2446,13942,-8.85926,Cc1nc([C@H]2COC[C@@H]2NC(=O)Cc2ccc(C)c(C)c2)n[nH]1
2447,2702,-8.85917,O=C(Nc1c[nH]nc1-c1ccccc1)c1ccc2[nH]ccc2c1
2448,11766,-8.85915,Cn1ccnc1[C@@]1(CNC(=O)[C@H]2C[C@H]2c2ccc(Cl)cc2)NC(=O)NC1=O
2449,780,-8.85902,O=C(Nc1cccn(Cc2ccccc2)c1=O)N1CCC(n2ccnn2)CC1
2450,376,-8.85829,C[NH+](C)CCN1C[C@H](C(=O)N2CCN(c3ccnc4ccccc34)CC2)CC1=O
